UniProtID	Accessions	kinase	networkin_id	psp_id	netphorest_group	ECs	gene_names	Descriptions
MK11_HUMAN	Q15759	MAPK11	MAPK11	P38B	p38_group	2.7.11.24	MAPK11;PRKM11;SAPK2;SAPK2B	EC 2.7.11.24;Mitogen-activated protein kinase 11;MAP kinase 11;MAPK 11;Mitogen-activated protein kinase p38 beta;MAP kinase p38 beta;p38b;Stress-activated protein kinase 2b;SAPK2b;p38-2;Isoform 2 of Mitogen-activated protein kinase 11
MK12_HUMAN	P53778	MAPK12	MAPK12	P38G	p38_group	2.7.11.24	MAPK12;ERK6;SAPK3	2.7.11.24;Mitogen-activated protein kinase 12;MAP kinase 12;MAPK 12;Extracellular signal-regulated kinase 6;ERK-6;Mitogen-activated protein kinase p38 gamma;MAP kinase p38 gamma;Stress-activated protein kinase 3;Isoform 2 of Mitogen-activated protein kinase 12
MK13_HUMAN	O15264	MAPK13	MAPK13	P38D	p38_group	2.7.11.24	MAPK13;PRKM13;SAPK4	EC 2.7.11.24;Mitogen-activated protein kinase 13;MAP kinase 13;MAPK 13;Mitogen-activated protein kinase p38 delta;MAP kinase p38 delta;Stress-activated protein kinase 4;Isoform 2 of Mitogen-activated protein kinase 13
MK14_HUMAN	Q16539	MAPK14	MAPK14	P38A	p38_group	2.7.11.24	MAPK14;CSBP;CSBP1;CSBP2;CSPB1;MXI2;SAPK2A	2.7.11.24;CSBP;Mitogen-activated protein kinase 14;MAP kinase 14;MAPK 14;Cytokine suppressive anti-inflammatory drug-binding protein;CSAID-binding protein;MAP kinase MXI2;MAX-interacting protein 2;Mitogen-activated protein kinase p38 alpha;MAP kinase p38 alpha;Stress-activated protein kinase 2a;SAPK2a;Isoform Exip of Mitogen-activated protein kinase 14
MK15_HUMAN	Q8TD08	ERK7 (PSP)		ERK7		2.7.11.24	MAPK15;ERK7;ERK8	EC 2.7.11.24;Mitogen-activated protein kinase 15;MAP kinase 15;MAPK 15;Extracellular signal-regulated kinase 7;ERK-7;Extracellular signal-regulated kinase 8;ERK-8;Isoform 3 of Mitogen-activated protein kinase 15
MKNK1_HUMAN	Q9BUB5	Mnk1	Mnk1	Mnk1 iso2		2.7.11.1	MKNK1;MNK1	2.7.11.1;MAP kinase-interacting serine/threonine-protein kinase 1;MAP kinase signal-integrating kinase 1;MAPK signal-integrating kinase 1;Mnk1;Isoform 2 of MAP kinase-interacting serine/threonine-protein kinase 1
MKNK2_HUMAN	Q9HBH9	Mnk2	Mnk2	Mnk2		2.7.11.1	GPRK7;MKNK2;MNK2	EC 2.7.11.1;MAP kinase-interacting serine/threonine-protein kinase 2;MAP kinase signal-integrating kinase 2;MAPK signal-integrating kinase 2;Mnk2;Isoform 2 of MAP kinase-interacting serine/threonine-protein kinase 2
MOK_HUMAN	Q9UQ07	MOK (NetworKIN)	MOK		RCK_group	2.7.11.22	MOK;RAGE;RAGE1	2.7.11.22;MAPK/MAK/MRK overlapping kinase;MOK protein kinase;Renal tumor antigen 1;RAGE-1;Isoform 6 of MAPK/MAK/MRK overlapping kinase
MOS_HUMAN	P00540	MOS	MOS	MOS		2.7.11.1	MOS	EC 2.7.11.1;Proto-oncogene serine/threonine-protein kinase mos;Oocyte maturation factor mos;Proto-oncogene c-Mos
MP2K1_HUMAN	Q02750	MAP2K1	MAP2K1	MEK1	MAP2K_group	2.7.12.2	MAP2K1;MEK1;PRKMK1	EC 2.7.12.2;Dual specificity mitogen-activated protein kinase kinase 1;MAP kinase kinase 1;MAPKK 1;MKK1;ERK activator kinase 1;MAPK/ERK kinase 1;MEK 1
MP2K2_HUMAN	P36507	MAP2K2	MAP2K2	MEK2	MAP2K_group	2.7.12.2	MAP2K2;MEK2;MKK2;PRKMK2	2.7.12.2;Dual specificity mitogen-activated protein kinase kinase 2;MAP kinase kinase 2;MAPKK 2;ERK activator kinase 2;MAPK/ERK kinase 2;MEK 2
MP2K3_HUMAN	P46734	MAP2K3	MAP2K3	MKK3	MAP2K_group	2.7.12.2	MAP2K3;MEK3;MKK3;PRKMK3;SKK2	Dual specificity mitogen-activated protein kinase kinase 3;MAP kinase kinase 3;MAPKK 3;2.7.12.2;MAPK/ERK kinase 3;MEK 3;Stress-activated protein kinase kinase 2;SAPK kinase 2;SAPKK-2;SAPKK2;Isoform 1 of Dual specificity mitogen-activated protein kinase kinase 3
MP2K4_HUMAN	P45985	MAP2K4	MAP2K4	MKK4	MAP2K_group	2.7.12.2	MAP2K4;JNKK1;MEK4;MKK4;PRKMK4;SEK1;SERK1;SKK1	EC 2.7.12.2;SEK1;Dual specificity mitogen-activated protein kinase kinase 4;MAP kinase kinase 4;MAPKK 4;JNK-activating kinase 1;MAPK/ERK kinase 4;MEK 4;SAPK/ERK kinase 1;Stress-activated protein kinase kinase 1;SAPK kinase 1;SAPKK-1;SAPKK1;c-Jun N-terminal kinase kinase 1;JNKK;Isoform 2 of Dual specificity mitogen-activated protein kinase kinase 4
MP2K5_HUMAN	Q13163	MAP2K_group	MAP2K5	MEK5	MAP2K_group	2.7.12.2	MAP2K5;MEK5;MKK5;PRKMK5	EC 2.7.12.2;Dual specificity mitogen-activated protein kinase kinase 5;MAP kinase kinase 5;MAPKK 5;MAPK/ERK kinase 5;MEK 5
MP2K6_HUMAN	P52564	MAP2K6	MAP2K6	MKK6	MAP2K_group	2.7.12.2	MAP2K6;MEK6;MKK6;PRKMK6;SKK3	Dual specificity mitogen-activated protein kinase kinase 6;MAP kinase kinase 6;MAPKK 6;EC 2.7.12.2;MAPK/ERK kinase 6;MEK 6;Stress-activated protein kinase kinase 3;SAPK kinase 3;SAPKK-3;SAPKK3;Isoform 2 of Dual specificity mitogen-activated protein kinase kinase 6
MP2K7_HUMAN	O14733	MAP2K7	MAP2K7	MKK7	MAP2K_group	2.7.12.2	MAP2K7;JNKK2;MEK7;MKK7;PRKMK7;SKK4	EC 2.7.12.2;Dual specificity mitogen-activated protein kinase kinase 7;MAP kinase kinase 7;MAPKK 7;JNK-activating kinase 2;MAPK/ERK kinase 7;MEK 7;Stress-activated protein kinase kinase 4;SAPK kinase 4;SAPKK-4;SAPKK4;c-Jun N-terminal kinase kinase 2;JNK kinase 2;JNKK 2;Isoform 4 of Dual specificity mitogen-activated protein kinase kinase 7
MRCKA_HUMAN	Q5VT25	MRCKa	MRCKa	MRCKA	DMPK_group	2.7.11.1	CDC42BPA;KIAA0451	2.7.11.1;Myotonic dystrophy protein kinase-like alpha;Serine/threonine-protein kinase MRCK alpha;CDC42-binding protein kinase alpha;DMPK-like alpha;Myotonic dystrophy kinase-related CDC42-binding kinase alpha;MRCK alpha;Isoform 6 of Serine/threonine-protein kinase MRCK alpha
MRCKB_HUMAN	Q9Y5S2	MRCKb (NetworKIN)	MRCKb	MRCKB	DMPK_group	2.7.11.1	CDC42BPB;KIAA1124	EC 2.7.11.1;Serine/threonine-protein kinase MRCK beta;CDC42-binding protein kinase beta;CDC42BP-beta;DMPK-like beta;Myotonic dystrophy kinase-related CDC42-binding kinase beta;MRCK beta;Myotonic dystrophy protein kinase-like beta
MRCKG_HUMAN	Q6DT37	DMPK_group	DMPK2		DMPK_group	2.7.11.1	CDC42BPG;DMPK2	EC 2.7.11.1;Serine/threonine-protein kinase MRCK gamma;CDC42-binding protein kinase gamma;DMPK-like gamma;Myotonic dystrophy kinase-related CDC42-binding kinase gamma;MRCK gamma;MRCKG;Myotonic dystrophy protein kinase-like gamma;Myotonic dystrophy protein kinase-like alpha
MTOR_HUMAN	P42345	mTOR	mTOR	mTOR		2.7.11.1	MTOR;FRAP;FRAP1;FRAP2;RAFT1;RAPT1	2.7.11.1;Serine/threonine-protein kinase mTOR;FK506-binding protein 12-rapamycin complex-associated protein 1;FKBP12-rapamycin complex-associated protein;Mammalian target of rapamycin;mTOR;Mechanistic target of rapamycin;Rapamycin and FKBP12 target 1;Rapamycin target protein 1
MYLK2_HUMAN	Q9H1R3	skMLCK (PSP)		skMLCK		2.7.11.18	MYLK2	"EC 2.7.11.18;Myosin light chain kinase 2, skeletal/cardiac muscle;MLCK2"
MYLK3_HUMAN	Q32MK0	caMLCK (PSP)		caMLCK		2.7.11.18	MLCK;MYLK3	Myosin light chain kinase 3;EC 2.7.11.18;Cardiac-MyBP-C-associated Ca/CaM kinase;Cardiac-MLCK
MYLK_HUMAN	Q15746	smMLCK (PSP)		smMLCK		2.7.11.18	MYLK;MLCK;MLCK1;MYLK1	"MLCK;Myosin light chain kinase, smooth muscle;smMLCK;2.7.11.18;Kinase-related protein;KRP;Telokin;Myosin light chain kinase, smooth muscle, deglutamylated form;Isoform 6 of Myosin light chain kinase, smooth muscle"
MYO3A_HUMAN	Q8NEV4	MYO3A (PSP)		MYO3A		2.7.11.1	MYO3A	EC 2.7.11.1;Myosin-IIIa;Isoform 2 of Myosin-IIIa
NDKA_HUMAN	P15531	NME1 (PSP)		NME1		2.7.4.6	NME1;NDPKA;NM23	EC 2.7.4.6;Nucleoside diphosphate kinase A;NDK A;NDP kinase A;Granzyme A-activated DNase;GAAD;Metastasis inhibition factor nm23;NM23-H1;Tumor metastatic process-associated protein;Isoform 2 of Nucleoside diphosphate kinase A
NDKB_HUMAN	P22392	NME2 (PSP)		NME2		2.7.13.3;2.7.4.6	NME2;NM23B	2.7.4.6;Nucleoside diphosphate kinase B;NDK B;NDP kinase B;C-myc purine-binding transcription factor PUF;Histidine protein kinase NDKB;2.7.13.3;nm23-H2
NEK11_HUMAN	Q8NG66	NEK11 (NetworKIN)	NEK11	NEK11	NEK1_NEK5_NEK3_NEK4_NEK11_NEK2_group	2.7.11.1	NEK11	2.7.11.1;Serine/threonine-protein kinase Nek11;Never in mitosis A-related kinase 11;NimA-related protein kinase 11;Isoform 4 of Serine/threonine-protein kinase Nek11
NEK1_HUMAN	Q96PY6	NEK1 (NetworKIN)	NEK1	NEK1	NEK1_NEK5_NEK3_NEK4_NEK11_NEK2_group	2.7.11.1	NEK1;KIAA1901	2.7.11.1;Serine/threonine-protein kinase Nek1;Never in mitosis A-related kinase 1;NimA-related protein kinase 1;Renal carcinoma antigen NY-REN-55;Isoform 5 of Serine/threonine-protein kinase Nek1
NEK2_HUMAN	P51955	NEK2	NEK2	NEK2	NEK1_NEK5_NEK3_NEK4_NEK11_NEK2_group	2.7.11.1	NEK2;NEK2A;NLK1	EC 2.7.11.1;Serine/threonine-protein kinase Nek2;HSPK 21;Never in mitosis A-related kinase 2;NimA-related protein kinase 2;NimA-like protein kinase 1;Isoform 4 of Serine/threonine-protein kinase Nek2
NEK3_HUMAN	P51956	NEK3 (NetworKIN)	NEK3	NEK3	NEK1_NEK5_NEK3_NEK4_NEK11_NEK2_group	2.7.11.1	NEK3	EC 2.7.11.1;Serine/threonine-protein kinase Nek3;HSPK 36;Never in mitosis A-related kinase 3;NimA-related protein kinase 3
NEK4_HUMAN	P51957	NEK4 (NetworKIN)	NEK4		NEK1_NEK5_NEK3_NEK4_NEK11_NEK2_group	2.7.11.1	NEK4;STK2	2.7.11.1;Serine/threonine-protein kinase Nek4;Never in mitosis A-related kinase 4;NimA-related protein kinase 4;Serine/threonine-protein kinase 2;Serine/threonine-protein kinase NRK2;Isoform 2 of Serine/threonine-protein kinase Nek4
NEK6_HUMAN	Q9HC98	NEK6	NEK6	NEK6		2.7.11.1	NEK6	EC 2.7.11.1;Serine/threonine-protein kinase Nek6;Never in mitosis A-related kinase 6;NimA-related protein kinase 6;Protein kinase SID6-1512;Isoform 2 of Serine/threonine-protein kinase Nek6
NEK7_HUMAN	Q8TDX7	NEK7 (PSP)		NEK7		2.7.11.1	NEK7	EC 2.7.11.1;Serine/threonine-protein kinase Nek7;Never in mitosis A-related kinase 7;NimA-related protein kinase 7;Isoform 2 of Serine/threonine-protein kinase Nek7
NEK9_HUMAN	Q8TD19	NEK9	NEK9	NEK9		2.7.11.1	NEK8;NEK9;KIAA1995;NERCC	EC 2.7.11.1;Serine/threonine-protein kinase Nek9;Nercc1 kinase;Never in mitosis A-related kinase 9;NimA-related protein kinase 9;NimA-related kinase 8;Nek8
NLK_HUMAN	Q9UBE8	NLK	NLK	NLK	MAPK3_MAPK1_MAPK7_NLK_group	2.7.11.24	NLK;LAK1	EC 2.7.11.24;Serine/threonine-protein kinase NLK;Nemo-like kinase;Protein LAK1
NPM_HUMAN	P06748	NPM-ALK (PSP)		NPM-ALK			NPM1;NPM	NPM;Nucleophosmin;Nucleolar phosphoprotein B23;Nucleolar protein NO38;Numatrin
NRK_HUMAN	Q7Z2Y5	NRK (NetworKIN)	NRK		MSN_group	2.7.11.1	NRK	EC 2.7.11.1;Nik-related protein kinase
NTRK1_HUMAN	P04629	TRKA	TRKA	TrkA	Trk_group	2.7.10.1	NTRK1;MTC;TRK;TRKA	2.7.10.1;High affinity nerve growth factor receptor;Neurotrophic tyrosine kinase receptor type 1;TRK1-transforming tyrosine kinase protein;Tropomyosin-related kinase A;Tyrosine kinase receptor;Tyrosine kinase receptor A;Trk-A;gp140trk;p140-TrkA;Isoform TrkA-I of High affinity nerve growth factor receptor
NTRK2_HUMAN	Q16620	TRKB	TRKB	TrkB	Trk_group	2.7.10.1	NTRK2;TRKB	2.7.10.1;BDNF/NT-3 growth factors receptor;GP145-TrkB;Trk-B;Neurotrophic tyrosine kinase receptor type 2;TrkB tyrosine kinase;Tropomyosin-related kinase B;Isoform TrkB-N-T1 of BDNF/NT-3 growth factors receptor
NTRK3_HUMAN	Q16288	TRKC (NetworKIN)	TRKC		Trk_group	2.7.10.1	NTRK3;TRKC	EC 2.7.10.1;NT-3 growth factor receptor;GP145-TrkC;Trk-C;Neurotrophic tyrosine kinase receptor type 3;TrkC tyrosine kinase;Isoform 5 of NT-3 growth factor receptor
NUAK1_HUMAN	O60285	NuaK1	NuaK1	NuaK1		2.7.11.1	NUAK1;ARK5;KIAA0537;OMPHK1	EC 2.7.11.1;ARK5;NUAK family SNF1-like kinase 1;AMPK-related protein kinase 5;Omphalocele kinase 1;Isoform 2 of NUAK family SNF1-like kinase 1
NUAK2_HUMAN	Q9H093	NuaK2 (PSP)		NuaK2		2.7.11.1	NUAK2;OMPHK2;SNARK	EC 2.7.11.1;SNARK;NUAK family SNF1-like kinase 2;Omphalocele kinase 2;SNF1/AMP kinase-related kinase
OXSR1_HUMAN	O95747	OSR1 (PSP)		OSR1		2.7.11.1	OXSR1;KIAA1101;OSR1	EC 2.7.11.1;Serine/threonine-protein kinase OSR1;Oxidative stress-responsive 1 protein
P3C2A_HUMAN	O00443	PIK3C2A (PSP)		PIK3C2A		2.7.1.137;2.7.1.153;2.7.1.154	PIK3C2A	2.7.1.137;2.7.1.153;2.7.1.154;Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha;PI3K-C2-alpha;PtdIns-3-kinase C2 subunit alpha;Phosphoinositide 3-kinase-C2-alpha
P85A_HUMAN	P27986	PIK3R1 (PSP)		PIK3R1			PIK3R1;GRB1	Phosphatidylinositol 3-kinase regulatory subunit alpha;PI3-kinase regulatory subunit alpha;PI3K regulatory subunit alpha;PtdIns-3-kinase regulatory subunit alpha;Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha;PI3-kinase subunit p85-alpha;PtdIns-3-kinase regulatory subunit p85-alpha
PAK1_HUMAN	Q13153	PAK1	PAK1	PAK1	PAK_group	2.7.11.1	PAK1	2.7.11.1;Serine/threonine-protein kinase PAK 1;Alpha-PAK;p21-activated kinase 1;PAK-1;p65-PAK
PAK2_HUMAN	Q13177	PAK2	PAK2	PAK2	PAK_group	2.7.11.1	PAK2	EC 2.7.11.1;p58;Serine/threonine-protein kinase PAK 2;Gamma-PAK;PAK65;S6/H4 kinase;p21-activated kinase 2;PAK-2;PAK-2p27;p27;PAK-2p34;p34;C-t-PAK2
PAK3_HUMAN	O75914	PAK3	PAK3		PAK_group	2.7.11.1	PAK3;OPHN3	EC 2.7.11.1;Serine/threonine-protein kinase PAK 3;Beta-PAK;Oligophrenin-3;p21-activated kinase 3;PAK-3
PAK4_HUMAN	O96013	PAK4 (NetworKIN)	PAK4	PAK4	PAK_group	2.7.11.1	PAK4;KIAA1142	EC 2.7.11.1;Serine/threonine-protein kinase PAK 4;p21-activated kinase 4;PAK-4;Isoform 3 of Serine/threonine-protein kinase PAK 4
PAK5_HUMAN	Q9P286	PAK5	PAK5	PAK5	PAK_group	2.7.11.1	PAK5;KIAA1264;PAK7	EC 2.7.11.1;PAK-5;Serine/threonine-protein kinase PAK 5;p21-activated kinase 5;p21-activated kinase 7;PAK-7
PAK6_HUMAN	Q9NQU5	PAK5	PAK5	PAK6	PAK_group	2.7.11.1	PAK6;PAK5	EC 2.7.11.1;Serine/threonine-protein kinase PAK 6;PAK-5;p21-activated kinase 6;PAK-6;Isoform 2 of Serine/threonine-protein kinase PAK 6
PAK6_HUMAN	Q9NQU5	PAK_group	PAK6	PAK6	PAK_group	2.7.11.1	PAK6;PAK5	EC 2.7.11.1;Serine/threonine-protein kinase PAK 6;PAK-5;p21-activated kinase 6;PAK-6;Isoform 2 of Serine/threonine-protein kinase PAK 6
PASK_HUMAN	Q96RG2	PASK	PASK	PASK		2.7.11.1	PASK;KIAA0135	EC 2.7.11.1;PAS domain-containing serine/threonine-protein kinase;PAS-kinase;PASKIN;hPASK
PCKGC_HUMAN	P35558	PCK1 (PSP)		PCK1		4.1.1.32	PCK1;PEPCK1	"2.7.11.-;Phosphoenolpyruvate carboxykinase, cytosolic [GTP];PEPCK-C;4.1.1.32;Serine-protein kinase PCK1;Isoform 2 of Phosphoenolpyruvate carboxykinase, cytosolic [GTP]"
PDK1_HUMAN	Q15118	PDHK1	PDHK1	PDHK1	PDHK_group	2.7.11.2	PDK1;PDHK1	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial;EC 2.7.11.2;Pyruvate dehydrogenase kinase isoform 1;PDH kinase 1"
PDK2_HUMAN	Q15119	PDHK2	PDHK2	PDHK2	PDHK_group	2.7.11.2	PDK2;PDHK2	"EC 2.7.11.2;[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial;Pyruvate dehydrogenase kinase isoform 2;PDH kinase 2;PDKII"
PDK2_HUMAN	Q15119	PDK-2	PDK-2	PDHK2		2.7.11.2	PDK2;PDHK2	"EC 2.7.11.2;[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial;Pyruvate dehydrogenase kinase isoform 2;PDH kinase 2;PDKII"
PDK3_HUMAN	Q15120	PDHK3	PDHK3	PDHK3	PDHK_group	2.7.11.2	PDK3;PDHK3	"EC 2.7.11.2;[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial;Pyruvate dehydrogenase kinase isoform 3"
PDK4_HUMAN	Q16654	PDHK4	PDHK4	PDHK4	PDHK_group	2.7.11.2	PDK4;PDHK4	"EC 2.7.11.2;[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial;Pyruvate dehydrogenase kinase isoform 4"
PDPK1_HUMAN	O15530	PDK-1	PDK-1	PDK1		2.7.11.1	PDK1;PDPK1	EC 2.7.11.1;3-phosphoinositide-dependent protein kinase 1;hPDK1;Isoform 4 of 3-phosphoinositide-dependent protein kinase 1
PGFRA_HUMAN	P16234	PDGFR_alpha	PDGFRalpha	PDGFRA	FLT3_CSF1R_Kit_PDGFR_group	2.7.10.1	PDGFRA;PDGFR2;RHEPDGFRA	EC 2.7.10.1;Platelet-derived growth factor receptor alpha;PDGF-R-alpha;PDGFR-alpha;Alpha platelet-derived growth factor receptor;Alpha-type platelet-derived growth factor receptor;CD140 antigen-like family member A;CD140a antigen;Platelet-derived growth factor alpha receptor;Platelet-derived growth factor receptor 2;PDGFR-2;CD140a
PGFRB_HUMAN	P09619	PDGFR_beta	PDGFRbeta	PDGFRB	FLT3_CSF1R_Kit_PDGFR_group	2.7.10.1	PDGFRB;PDGFR;PDGFR1	EC 2.7.10.1;Platelet-derived growth factor receptor beta;PDGF-R-beta;PDGFR-beta;Beta platelet-derived growth factor receptor;Beta-type platelet-derived growth factor receptor;CD140 antigen-like family member B;Platelet-derived growth factor receptor 1;PDGFR-1;CD140b;Isoform 2 of Platelet-derived growth factor receptor beta
PGK1_HUMAN	P00558	PGK1 (PSP)		PGK1		2.7.2.3	PGK1;PGKA;MIG10;OK/SW-cl.110	Phosphoglycerate kinase 1;2.7.2.3;Cell migration-inducing gene 10 protein;Primer recognition protein 2;PRP 2
PIM1_HUMAN	P11309	PIM-1	PIM-1	Pim1		2.7.11.1	PIM1	EC 2.7.11.1;Serine/threonine-protein kinase pim-1;Isoform 2 of Serine/threonine-protein kinase pim-1
PIM1_HUMAN	P11309	Pim1 (NetworKIN)	Pim1	Pim1	Pim3_Pim1_group	2.7.11.1	PIM1	EC 2.7.11.1;Serine/threonine-protein kinase pim-1;Isoform 2 of Serine/threonine-protein kinase pim-1
PIM2_HUMAN	Q9P1W9	Pim2 (NetworKIN)	Pim2	Pim2	Pim2	2.7.11.1	PIM2	EC 2.7.11.1;Serine/threonine-protein kinase pim-2;Pim-2h
PIM3_HUMAN	Q86V86	Pim3 (NetworKIN)	Pim3	Pim3	Pim3_Pim1_group	2.7.11.1	PIM3	EC 2.7.11.1;Serine/threonine-protein kinase pim-3
PINK1_HUMAN	Q9BXM7	PINK1 (PSP)		PINK1		2.7.11.1	PINK1	"2.7.11.1;Serine/threonine-protein kinase PINK1, mitochondrial;BRPK;PTEN-induced putative kinase protein 1;Isoform 2 of Serine/threonine-protein kinase PINK1, mitochondrial"
PK3CA_HUMAN	P42336	PIK3CA	PIK3CA	PIK3CA		2.7.1.137;2.7.1.153;2.7.11.1	PIK3CA	"2.7.11.1;2.7.1.137;2.7.1.153;Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform;PI3-kinase subunit alpha;PI3K-alpha;PI3Kalpha;PtdIns-3-kinase subunit alpha;Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha;PtdIns-3-kinase subunit p110-alpha;p110alpha;Phosphoinositide 3-kinase alpha;Phosphoinositide-3-kinase catalytic alpha polypeptide;Serine/threonine protein kinase PIK3CA"
PK3CB_HUMAN	P42338	PIK3CB	PIK3CB	PIK3CB		2.7.1.153;2.7.11.1	PIK3CB;PIK3C1	"2.7.11.1;2.7.1.153;Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform;PI3-kinase subunit beta;PI3K-beta;PI3Kbeta;PtdIns-3-kinase subunit beta;Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta;PtdIns-3-kinase subunit p110-beta;p110beta;Serine/threonine protein kinase PIK3CB"
PK3CD_HUMAN	O00329	PIK3CD	PIK3CD	PIK3CD		2.7.1.137;2.7.1.153	PIK3CD	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform;PI3-kinase subunit delta;PI3K-delta;PI3Kdelta;PtdIns-3-kinase subunit delta;2.7.1.137;2.7.1.153;Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta;PtdIns-3-kinase subunit p110-delta;p110delta"
PK3CG_HUMAN	P48736	PIK3CG	PIK3CG	PIK3CG		2.7.1.137;2.7.1.153;2.7.1.154;2.7.11.1	PIK3CG	"2.7.11.1;2.7.1.137;2.7.1.153;2.7.1.154;Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform;PI3-kinase subunit gamma;PI3K-gamma;PI3Kgamma;PtdIns-3-kinase subunit gamma;Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma;PtdIns-3-kinase subunit p110-gamma;p110gamma;Phosphoinositide-3-kinase catalytic gamma polypeptide;Serine/threonine protein kinase PIK3CG;p120-PI3K"
PKN1_HUMAN	Q16512	PAK1	PAK1	PKN1	PAK_group	2.7.11.13	PKN1;PAK1;PKN;PRK1;PRKCL1	2.7.11.13;PAK-1;Serine/threonine-protein kinase N1;Protease-activated kinase 1;Protein kinase C-like 1;Protein kinase C-like PKN;Protein kinase PKN-alpha;Protein-kinase C-related kinase 1;Serine-threonine protein kinase N;Isoform 3 of Serine/threonine-protein kinase N1
PKN1_HUMAN	Q16512	PKN1	PKN1	PKN1		2.7.11.13	PKN1;PAK1;PKN;PRK1;PRKCL1	2.7.11.13;PAK-1;Serine/threonine-protein kinase N1;Protease-activated kinase 1;Protein kinase C-like 1;Protein kinase C-like PKN;Protein kinase PKN-alpha;Protein-kinase C-related kinase 1;Serine-threonine protein kinase N;Isoform 3 of Serine/threonine-protein kinase N1
PKN2_HUMAN	Q16513	PKN2 (PSP)		PKN2		2.7.11.13	PKN2;PRK2;PRKCL2	EC 2.7.11.13;Serine/threonine-protein kinase N2;PKN gamma;Protein kinase C-like 2;Protein-kinase C-related kinase 2;Isoform 3 of Serine/threonine-protein kinase N2
PKN3_HUMAN	Q6P5Z2	PKN3 (PSP)		PKN3		2.7.11.13	PKN3;PKNBETA	EC 2.7.11.13;Serine/threonine-protein kinase N3;Protein kinase PKN-beta;Protein-kinase C-related kinase 3
PLK1_HUMAN	P53350	PLK1	PLK1	PLK1	PLK_group	2.7.11.21	PLK1;PLK	2.7.11.21;Serine/threonine-protein kinase 13;Serine/threonine-protein kinase PLK1;Polo-like kinase 1;PLK-1;STPK13
PLK2_HUMAN	Q9NYY3	PLK2 (NetworKIN)	PLK2	PLK2	PLK_group	2.7.11.21	PLK2;SNK	Serine/threonine-protein kinase PLK2;EC 2.7.11.21;Polo-like kinase 2;PLK-2;hPlk2;Serine/threonine-protein kinase SNK;hSNK;Serum-inducible kinase
PLK3_HUMAN	Q9H4B4	PLK3	PLK3	PLK3		2.7.11.21	PLK3;CNK;FNK;PRK	EC 2.7.11.21;Serine/threonine-protein kinase PLK3;Cytokine-inducible serine/threonine-protein kinase;FGF-inducible kinase;Polo-like kinase 3;PLK-3;Proliferation-related kinase
PLK4_HUMAN	O00444	PLK4 (NetworKIN)	PLK4	PLK4	PLK_group	2.7.11.21	PLK4;SAK;STK18	Serine/threonine-protein kinase PLK4;2.7.11.21;Polo-like kinase 4;PLK-4;Serine/threonine-protein kinase 18;Serine/threonine-protein kinase Sak;Isoform 2 of Serine/threonine-protein kinase PLK4
PMYT1_HUMAN	Q99640	Myt1 (PSP)		Myt1		2.7.11.1	MYT1;PKMYT1	EC 2.7.11.1;Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase;Myt1 kinase;Isoform 4 of Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase
PRKDC_HUMAN	P78527	DNA-PK	DNAPK	DNAPK	DNAPK	2.7.11.1	PRKDC;HYRC;HYRC1	2.7.11.1;DNA-dependent protein kinase catalytic subunit;DNA-PK catalytic subunit;DNA-PKcs;DNPK1;p460
PRKX_HUMAN	P51817	PRKX (PSP)		PRKX		2.7.11.1	PRKX;PKX1	EC 2.7.11.1;cAMP-dependent protein kinase catalytic subunit PRKX;PrKX;Protein kinase X;Protein kinase X-linked;Serine/threonine-protein kinase PRKX;Protein kinase PKX1
PRP4B_HUMAN	Q13523	PRP4	PRP4	PRP4		2.7.11.1	PRP4;PRPF4B;KIAA0536;PRP4H;PRP4K	EC 2.7.11.1;Serine/threonine-protein kinase PRP4 homolog;PRP4 kinase;PRP4 pre-mRNA-processing factor 4 homolog
PRPK_HUMAN	Q96S44	PRPK (PSP)		PRPK		2.7.11.1	TP53RK;C20orf64;PRPK	3.6.-.-;2.7.11.1;EKC/KEOPS complex subunit TP53RK;Atypical serine/threonine protein kinase TP53RK;Nori-2;TP53-regulating kinase;p53-related protein kinase
